htid,htid_old,first_publication,rights,ht_bib_key,description,source,source_bib_num,oclc_num,lccn,title,imprint,rights_date_used,author,bib_fmt,oclc_number_earliest,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,rights_reason_code,,pub_place,random
uc1.b4098618,,1947,,,,,1557091,2501201,,Great men of medicine.,New York|Random House|1947,1947,"Hume, Ruth Fox,",NotFiction,2501201,,,,,,,,nyu,
uc1.b3543046,,1947,,,,,6671435,1629711,,The sleeping & the dead; | thirty uncanny tales selected | $c: by August Derleth.,Chicago|Pellegrini & Cudahy|1947,1947,"Derleth, August William,",Fiction|Bibliographies,1629711,,,,,,,,ilu,
inu.32000006720272,,1823,,,,,6059240,852993,,The adventures of Hajji Baba of Ispahan. | $c: With a pref. by Sir Walter Scott and illus. by Honoré Guilbeau.,New York|Heritage Press|c1947,1947,"Morier, James Justinian,",NotFiction,17273369,,,,,,,,xx ,
inu.30000036605800,,1947,,,,,6060646,5045757,,"An astrologer's day, | and other stories.",London|Eyre & Spottiswoode|1947,1947,"Narayan, R. K.,",NotFiction,5045757,,,,,,,,enk,
mdp.39015031241303,,1924,,,,,631378,2063880,,The dawn's delay ... | $c: [by] Hugh Kingsmill [pseud.],London|Eyre & Spottiswoode|1948,1948,"Kingsmill, Hugh,",Fiction,6726853,,,,,,,,enk,
mdp.39015063959400,,1948,,,,,122173,1812232,,"Death of an author, | $c: by John Rhode [pseud.]","New York|Dodd, Mead|1948.",1948,"Street, Cecil J. C. (Cecil John Charles),",Fiction,1812232,,,,,,,,nyu,
uc1.$b103816,,1947,,,,,482098,850915,,The black laurel.,New York|Macmillan Co.|1948.,1948,"Jameson, Storm,",Fiction,4440700,,,,,,,,nyu,
mdp.39015011543694,,1948,,,,,473314,11554843,,"Ivy gripped the steps, | and other stories, | $c: by Elizabeth Bowen.",New York|A. A. Knopf|1948.,1948,"Bowen, Elizabeth,",Fiction,11554843,,,,,,,,nyu,
uc1.$b164984,,1948,,,,,6640806,24371329,,"Marcos Villarí, | $c: by Bartolemé Soler, tr. from the Spanish by William Stirling.",London|F. Aldor|c1948,1948,"Soler, Bartolomé,",NotFiction,24371329,,,,,,,,enk,
uc1.$b703716,,1948,,,,,9970842,4544341,,"The Euffe inheritance,",London|Secker and Warburg|1948.,1948,"Chevallier, Gabriel,",NotFiction,4544341,,,,,,,,enk,
uc1.$b112953,,1949,,,,,1016781,400838,,"England, yesterday & to-day, in the works of the novelists, 1837 to 1938.",London|New York|Batsford|1949,1949,"(Felix Alan), Walbank, F. Alan",NotFiction,400838,,,,,,,,enk,
uc1.b4087590,,1911,,,,,6149670,943485,,The secret garden; | $c: illus. by Nora S. Unwin.,Philadelphia|J. B. Lippincott Co.|1949,1949,"Burnett, Frances Hodgson,",NotFiction,1289609,,,,,,,,xx ,
mdp.39015026444086,,1949,,,,,1390637,3297141,,"A strange metamorphosis of man, | transformed into a wildernesse. Deciphered into characters. London, 1634. | $c: Edited with an introd. and notes by Don Cameron Allen.",Baltimore|Johns Hopkins Press|1949.,1949,,NotFiction,3297141,,,,,,,,mdu,
uc1.$b106428,,1949,,,,,6604148,6741479,,"The man who invented sin, and other stories.","New York|Devin-Adair Co.|1949,c1948.",1949,"O'Faolain, Sean,",NotFiction,366608,,,,,,,,nyu,
uc1.$b492992,,1949,,,,,7346589,3068445,,The books of the Maccabees.,London|East and West Library|1949.,1949,,NotFiction,3068445,,,,,,,,enk,
umn.319510020679349,,1949,,,,,9368094,6782849,,The cosmic geoids : | and one other / | $c: [by] John Taine [pseud.] ; illustrated by Lou Goldstone.,"Los Angeles|Fantasy publishing co., inc.|1949.",1949,"Taine, John,",NotFiction,6782849,,,,,,,,cau,
uc1.$b102695,,1950,,,,,5043943,1851373,,The trouble of one house / | $c: Brendan Gill.,"Garden City, N.Y.|Doubleday|1950.",1950,"Gill, Brendan,",Novel,1851373,,,,,,,,nyu,
mdp.39015000693922,,1950,,,,,1029239,324497,,The town / | $c: by Conrad Richter.,New York|Alfred A. Knopf|1950.,1950,"Richter, Conrad,",Janson|Typefaces (Type evidence)|Publishers' advertisements|NotFiction,324497,,,,,,,,nyu,
mdp.39015014190386,,1950,,,,,393907,285970,,Nothing.,New York|Viking Press|1950.,1950,"Green, Henry,",Fiction,285970,,,,,,,,nyu,
uc1.b4087555,,1942,,,,,1031582,809902,,Big Doc's girl.,Lippincott|1950,1950,"Medearis, Mary.",NotFiction,3902012,,,,,,,,xx ,
uc1.b3468904,,1949,,,,,1187887,1387943,,Nightmare in Manhattan.,"Boston|Little, Brown|1950.",1950,"Walsh, Thomas,",Fiction,14316684,,,,,,,,mau,
wu.89086150232,,1950,,,,,5920482,1460337,,Lady on the hunt. | $c: With drawings by R.J. Davidson.,New York|Harper|1950,1950,"Calkins, Clinch.",Fiction,1460337,,,,,,,,nyu,
mdp.39015065980834,,1936,,,,,1417250,1000160,,The African witch. | $c: With a new prefatory essay by the author.,London|M. Joseph|1951,1951,"Cary, Joyce,",UnknownGenre,7830126,,,,,,,,enk,
pst.000029607235,,1862,,,,,6061202,2851548,,Orley farm / | $c: by Anthony Trollope.,London|Oxford Univ. Press|1951.,1951,"Trollope, Anthony,",Fiction,1249554,,,,,,,,enk,
uc1.$b243564,,1950,,,,,1376200,1478396,,Insurrection.,"Boston|Little, Brown|1951.",1951,"O'Flaherty, Liam,",Fiction,26236673,,,,,,,,mau,
uc1.$b244928,,1951,,,,,6499120,6503440,,Fright in the forest : | a novel / | $c: Benn Sowerby ; with an introd. by Siegfried Sassoon.,London|R. Hart-Davis|1951.,1951,"Sowerby, Benn",Fiction,6503440,,,,,,,,enk,
uc1.$b322945,,1951,,,,,6548025,10334662,,Born to battle; | collection of animal stories.,Albuquerque|University of New Mexico Press|1951,1951,"Barker, S. Omar (Squire Omar),",Fiction,10334662,,,,,,,,nmu,
inu.32000000648032,,1951,,,,,480247,300533,,Hangsaman.,"New York|Farrar, Straus and Young|1951].",1951,"Jackson, Shirley,",Fiction,300533,,,,,,,,nyu,
mdp.39015058404255,,1952,,,,,195097,11167255,,Alien son.,Sydney|Angus and Robertson|1952,1952,"Waten, Judah L.",NotFiction,11167255,,,,,,,,at ,
mdp.39015002195215,,1952,,,,,1220164,345401,,The red carnation / | $c: Elio Vittorini ; translated by Anthony Bower.,New York|J. Laughlin|c1952. --,1952,"Vittorini, Elio,",Fiction,345401,,,,,,,,nyu,
mdp.39015015205100,,1952,,,,,1004049,716646,,Don Camillo and his flock;,New York|Pellegrini & Cudahy|1952,1952,"Guareschi, Giovanni,",NotFiction,716646,,,,,,,,nyu,
uc1.$b244264,,1952,,,,,1417660,4414503,,His fellow men : | a novel / | $c: Lord Dunsany.,London|Jarrolds|1952.,1952,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",Fiction,4414503,,,,,,,,enk,
mdp.49015000993742,,1952,,,,,4482062,365991,,Complete short stories.,"Garden city, N.Y.|Doubleday|1952.",1952,"Maugham, W. Somerset (William Somerset),",Fiction,365991,,,,,,,,nyu,
mdp.39015005317758,,1952,,,,,1213506,832290,,The loved and the unloved / | $c: translated by Gerard Hopkins.,New York|Pellegrini & Cudahy|1952,1952,"Mauriac, François,",NotFiction,832290,,,,,,,,nyu,
pst.000019022598,,1953,,,,,7026000,777014593,,Vagabond of the Andes : | a novel / | $c: by Bernard Deleuze [pseud.] ; Translated from the French by Norman Cameron.,London|Cape|1953].,1953,"Sabran, Jean,",NotFiction,777014593,,,,,,,,xx ,
mdp.39015024855309,,1953,,,,,672987,608956,,The train in the meadow.,New York|Knopf|1953.,1953,"Nathan, Robert,",Fiction,608956,,,,,,,,nyu,
osu.32435066354028,,1953,,,,,100825840,13927347,,The bloody spur / | $c: by Charles Einstein.,New York|Dell Pub. Co.|1953.,1953,"Einstein, Charles.",NotFiction|Mystery fiction,13927347,,,,,,,,nyu,
pst.000002373539,,1953,,,,,9430453,28084768,,More haywire Shakespeare.,London|S. French|c1953].,1953,"Carter, Frederick Albert,",NotFiction,28084768,,,,,,,,xx ,
mdp.39015002131566,,1952,,,,,1769034,665592,,Zorba the Greek; | $c: translated by Carl Wildman.,New York|Simon and Schuster|1953 [c1952,1953,"Kazantzakis, Nikos,",UnknownGenre,15215897,,,,,,,,nyu,
inu.32000006894937,,1953,,,,,6057765,3448251,,Readings from Dickens | $c: [by] Emlyn Williams.,London|Folio Society|1953,1953,"Dickens, Charles,",NotFiction,3448251,,,,,,,,xx ,
uc1.b3346889,,1954,,,,,7926212,1423705,,"Sand against the wind, | $c: by Lewis Arnold [pseud.]",New York|Dutton|1954.,1954,"Evans, David.",NotFiction,1423705,,,,,,,,nyu,
uc1.b3444141,,1954,,,,,6298156,1289823,,German stories and tales.,New York|Knopf|1954.,1954,"Pick, Robert.",Fiction,1289823,,,,,,,,nyu,
mdp.39015008921499,,1954,,,,,1187932,973157,,"The flint anchor, | a novel.",New York|Viking Press|1954.,1954,"Warner, Sylvia Townsend,",Fiction,973157,,,,,,,,nyu,
mdp.39015000610439,,1928,,,,,1419765,34127687,,"Orlando, | a biography.",London|Hogarth Press|1954.,1954,"Woolf, Virginia,",UnknownGenre,7495987,,,,,,,,enk,
mdp.39015065153218,,1954,,,,,966019,66130417,,Siberia: three short stories.,Liverpool|University Press|1954,1954,"Korolenko, Vladimir Galaktionovich,",NotFiction,66130417,,,,,,,,enk,
mdp.39015014741485,,1954,,,,,480605,24242699,,"The world in the evening, | a novel.",London|Methuen|1954,1954,"Isherwood, Christopher,",Fiction,24242699,,,,,,,,enk,
uc1.32106005499782,,1955,,,,,7123765,254447498,,"Seven, | $c: by Colette.","New York|Farrar, Straus and Cudahy|1955.",1955,"Colette,",NotFiction,254447498,,,,,,,,   ,
mdp.39015030699808,,1955,,,,,483996,951488,,The day of the monkey.,New York|Vanguard Press|1955,1955,"Karp, David,",Fiction,951488,,,,,,,,nyu,
uc1.b4095316,,1955,,,,,589859,1686957,,Maybe I'm dead.,New York|Macmillan|1955.,1955,"Klaas, Joe.",Fiction,1686957,,,,,,,,nyu,
uc1.$b703718,,1955,,,,,1206521,573812,,"The film of memory, | a novel. | $c: Translated from the French by Moura Budberg.",New York|Scribner|1955.,1955,"Druon, Maurice,",Fiction,573812,,,,,,,,nyu,
uc1.b4098773,,1955,,,,,6153550,1278744,,"Youth, youth, youth; | $c: stories of challenge, confidence and comradeship.",New York|F. Watts|1955,1955,"Tibbetts, Albert B.",NotFiction,1278744,,,,,,,,nyu,
mdp.39015004078674,,1955,,,,,437216,6739129,,"In our time, | stories.",New York|Scribner|1955.,1955,"Hemingway, Ernest,",Fiction,6739129,,,,,,,,nyu,
mdp.39015005117000,,1956,,,,,1224170,1162686,,Peasants and other stories / | $c: Anton Chekhov ; selected and with a preface by Edmund Wilson.,"Garden City, N.Y.|Doubleday|1956.",1956,"Chekhov, Anton Pavlovich,",Fiction,1162686,,,,,,,,nyu,
mdp.39015016454335,,1955,,,,,658501,1247951,,The miracle of Merriford; | $c: Illustrated by J.S.Goldall.,New York|Reynal & Co.|1956,1956,"Arkell, Reginald,",Fiction,1247951,,,,,,,,nyu,
mdp.39015016187752,,1956,,,,,1135679,265362,,Other people's children.,New York|Ronald Press Co.|1956,1956,"Levy, Anna Judge (Veters)",NotFiction,265362,,,,,,,,|||,
uc1.$b395706,,1956,,,,,1225872,2909997,,"The crossing,",New York|Pantheon|1956,1956,"Reverzy, Jean,",NotFiction,2909997,,,,,,,,nyu,
mdp.39076006235688,,1956,,,,,9913984,1420273,,The magic Christmas tree. | $c: Pictures by Bettina [pseud.],New York|Ariel Books|1956,1956,"Kingman, Lee.",UnknownGenre,1420273,,,,,,,,nyu,
uc1.$b600004,,1956,,,,,624160,1464872,,The frontiers of love.,New York|Random House|c1956.,1956,"Chang, Diana (Diana C.)",Fiction,1464872,,,,,,,,nyu,
mdp.39015014862232,,1957,,,,,1187674,1738468,,309 East & A night of levitation.,"New York|Harcourt, Brace|1957",1957,"Van Orden, Bianca.",NotFiction,1738468,,,,,,,,nyu,
mdp.39015066677249,,1957,,,,,1225511,933734,,Desert love.,New York|Noonday Press|1957,1957,"Montherlant, Henry de,",NotFiction,933734,,,,,,,,nyu,
uc1.$b120169,,1957,,,,,1782350,1043937,,"Off limits, | a novel, | $c: by Hans Habe. Translated from the German by Ewald Osers.",New York|F. Fell|1957,1957,"Habe, Hans,",Fiction,1043937,,,,,,,,nyu,
mdp.39015003343897,,1957,,,,,388522,283902,,The town / | $c: William Faulkner.,New York|Random House|1957.,1957,"Faulkner, William,",Fiction,283902,,,,,,,,nyu,
uc1.b3710795,,1957,,,,,484171,1193679,,Remember me to God.,Philadelphia|Lippincott|1957,1957,"Kaufmann, Myron S.,",Fiction,1193679,,,,,,,,pau,
uc1.b3346620,,1957,,,,,7926129,1427558,,The dark stranger.,New York|Coward-McCann|1957,1957,"Charques, Dorothy.",Fiction,1427558,,,,,,,,nyu,
mdp.39076006261981,,1958,,,,,9914197,3401964,,Afternoon of an author : a selection of uncollected stories and essays with an introduction and notes by Arthur Mizener / | $c: F. Scott Fitzgerald.,London|Bodley Head|1958.,1958,"Fitzgerald, F. Scott (Francis Scott),",NotFiction,3401964,,,,,,,,uk ,
uc1.$b285041,,1958,,,,,6524641,3962020,,This woman.,New York|Ballantine Books|1958,1958,"Di Donato, Pietro,",Fiction,3962020,,,,,,,,nyu,
uc1.$b404059,,1958,,,,,5100326,1512757,,The Pistol.,New York|Charles Scribner's Sons|1958,1958,"Jones, James,",Fiction,1512757,,,,,,,,nyu,
uc1.$b70833,,1958,,,,,31591,1290409,,"Lindeman's daughters, | $c: by Synnöve Christensen [pseud.] Translated by Mervyn Savill.","Garden City, N.Y.|Doubleday|1958.",1958,"Christensen, Synnøve,",Fiction,1290409,,,,,,,,nyu,
mdp.39015024076500,,1958,,,,,628338,3075847,,The other side of the sky; | stories.,"New York|Harcourt, Brace|1958",1958,"Clarke, Arthur C. (Arthur Charles),",Fiction,3075847,,,,,,,,nyu,
uc1.b4095493,,1957,,,,,479450,2668877,,Home from the hill / | $c: by William Humphrey.,"New York|Alfred A. Knopf|1958, c1957.",1957,"Humphrey, William.",Electra|Authors' autographs (Provenance)|Fiction|Publishers' advertisements|Typefaces (Type evidence),7322568,,,,,,,,nyu,
uc1.$b104181,,1959,,,,,6602819,5188778,,"Five miles from Candia, | $c: by Althea Urn [pseud.",New York|Holt|1959,1959,"Ford, Consuelo Urisarri,",NotFiction,5188778,,,,,,,,nyu,
inu.30000006646032,,1959,,,,,6061934,223424,,The Complete short stories of Nathaniel Hawthorne.,"Garden City, N. Y.|Hanover House|c1959",1959,"Hawthorne, Nathaniel,",Fiction,223424,,,,,,,,nyu,
uc1.b3593032,,1959,,,,,6681682,1485284,,Fool's paradise. | $c: Translation from the French by Cornelia Schaeffer.,New York|Harper|1959,1959,"Poirot-Delpech, Bertrand.",Fiction,1485284,,,,,,,,nyu,
coo1.ark:/13960/t9r21hd0r,,1903,,,,,9916970,3832734,,Adventures of Gerard / | $c: by A. Conan Doyle.,London|J. Murray|1959.,1959,"Sir, Doyle, Arthur Conan,",NotFiction,387240,,,,,,,,enk,
mdp.39015046379031,,1920,,,,,389256,276920,,Flappers and philosophers.,New York|Scribner|1959,1959,"Fitzgerald, F. Scott (Francis Scott),",Fiction,685778,,,,,,,,nyu,
uc1.b3710789,,1959,,,,,6702642,313658,,Campus on the river.,New York|Crowell|1959,1959,"O'Connor, William Van,",NotFiction,313658,,,,,,,,nyu,
uc1.32106000740495,,1960,,,,,7127789,4880072,,"The Corn Goddess, and other tales from Indian Canada.",Ottawa|1960.,1960,"Jenness, Diamond,",NotFiction,4880072,,,,,,,,onc,
mdp.39076006238690,,1850,,,,,9914031,1209473,,The scarlet letter. | $c: Edited with an introd. and notes by Harry Levin.,Boston|Houghton Mifflin|1960,1960,"Hawthorne, Nathaniel,",UnknownGenre,1137736127,,,,,,,,mau,
uc1.32106014323262,,1850,,,,,7122512,13838725,,The personal history of David Copperfield; | $c: with 40 illus. by Phiz [pseud].,London|New York|Oxford Univ. Press|1960.,1960,"Dickens, Charles,",NotFiction,1047916,,,,,,,,   ,
osu.32435059312066,,1950,,,,,100825148,15360030,,The house that stood still / | $c: A. E. Van Vogt.,New York|Paperback Library|c1960.,1960,"Van Vogt, A. E. (Alfred Elton),",Fiction,990522,,,,,,,,xx ,
mdp.39015028108226,,1960,,,,,1134173,1309087,,Heaven knows who / | $c: Christianne Brand.,New York|Scribner|1960.,1960,"Brand, Christianna,",NotFiction,1309087,,,,,,,,nyu,
uc1.b3810801,,1959,,,,,6724107,780715,,From the hand of the hunter,Boston|Houghton Mifflin|1960 [c1959,1960,"Braine, John.",Fiction,780715,,,,,,,,mau,
mdp.39015040105184,,1961,,,,,1398772,635880,,Debbie go home : | stories / | $c: Alan Paton.,London|Cape|1961.,1961,"Paton, Alan.",Fiction,635880,,,,,,,,enk,
uc1.$b188540,,1961,,,,,6655208,342136,,The coral barrier. | $c: Translated by Merloyd Lawrence.,"Boston|Little, Brown|1961",1961,"Gascar, Pierre,",Fiction,342136,,,,,,,,mau,
mdp.39015003922005,,1961,,,,,434734,604321,,Stranger in a strange land.,New York|Putnam|1961,1961,"Heinlein, Robert A. (Robert Anson),",Fiction,604321,,,,,,,,nyu,
mdp.39015024087069,,1961,,,,,1416941,1420670,,The Saturday gang. | $c: Illustrated by Burt Silverman.,"Garden City, N. Y.|Doubleday|1961",1961,"Kingman, Lee.",UnknownGenre,1420670,,,,,,,,nyu,
uc1.$b105320,,1961,,,,,628676,7443158,,Daishi-san : | a novel / | $c: by Robert Lund.,New York|John Day Co.|1961.,1961,"Lund, Robert,",Fiction|Bibliographies,7443158,,,,,,,,nyu,
inu.39000003098857,,1961,,,,,6059996,3991721,,A waltz through the hills.,London|Barrie and Rockliff|1961,1961,"Glaskin, G. M. (Gerald Marcus),",Fiction,3991721,,,,,,,,enk,
uc1.$b703964,,1961,,,,,9971008,220526615,,The Brotherhood of the Red Poppy. | $c: Translated from the French by Elisabeth Abbott.,London|Longmans|1962,1962,"Troyat, Henri,",Fiction,220526615,,,,,,,,enk,
uc1.b4099794,,1962,,,,,659391,1261701,,The shattered glass.,New York|Knopf|1962.,1962,"Ariss, Jean.",Fiction,1261701,,,,,,,,nyu,
mdp.39015008817374,,1962,,,,,249993,9995921,,Stranger in a strange land / | $c: Robert A. Heinlein.,"New York, N.Y.|Avon Books|1962] c1961.",1962,"Heinlein, Robert A. (Robert Anson),",Fiction,9995921,,,,,,,,nyu,
mdp.39015012298678,,1962,,,,,1417892,1403738,,"The golden stag, and other folk tales from India, | $c: selected and retold by Isabel Wyatt. Illustrated by Anne Marie Jauss.",New York|D. McKay Co.|1962,1962,"Wyatt, Isabel.",UnknownGenre,1403738,,,,,,,,nyu,
uc1.$b115288,,1960,,,,,6608837,30102899,,The pretenders & eight short stories.,"Manila|A.D. Benipayo|1962, c1960",1962,"José, F. Sionil (Francisco Sionil),",Fiction,30102899,,,,,,,,ph ,
mdp.39015000249642,,1962,,,,,1016151,327853,,"Gabriela, clove and cinnamon. | $c: Translated from the Portuguese by James L. Taylor and William L. Grossman.",New York|Knopf|1962.,1962,"Amado, Jorge,",NotFiction,327853,,,,,,,,nyu,
uc1.$b120278,,1963,,,,,6611813,15149711,,Sister Bollard.,London|M. Joseph|1963.,1963,"Avery, E. (Elizabeth)",NotFiction,15149711,,,,,,,,enk,
uc1.b3861656,,1963,,,,,1008616,1148618,,The plough and the stars; : | stories from Tamilnad.,Bombay|New York|Asia Pub. House|c1963,1963,"Swaminathan, K.",NotFiction,1148618,,,,,,,,ii ,
mdp.39015010410929,,1963,,,,,1219218,1317057,,Voices in the evening.,New York|Dutton|1963.,1963,"Ginzburg, Natalia.",NotFiction,1317057,,,,,,,,nyu,
uc1.$b251992,,1963,,,,,6503479,18595512,,Within the hourglass.,Philadelphia|Dorrance|c1963,1963,"Christie, Howard E.",NotFiction,18595512,,,,,,,,pau,
mdp.39015030728557,,1963,,,,,626308,3429303,,Pretty Leslie / | $c: by R.V. Cassill.,New York|Simon and Schuster|1963.,1963,"Cassill, R. V. (Ronald Verlin),",Fiction,3429303,,,,,,,,nyu,
uc1.$b244165,,1963,,,,,6498613,13438312,,Island of enchantment / | $c: by Ivy Preston.,London|R. Hale|1963.,1963,"Preston, Ivy.",Fiction,13438312,,,,,,,,enk,
uc1.b3727129,,1964,,,,,430669,869564,,"The people one knows, | a novel.",Boston|Houghton Mifflin|1964.,1964,"Boles, Robert.",Fiction,869564,,,,,,,,mau,
uc1.$b104006,,1964,,,,,671089,1378556,,The fair.,New York|A. A. Knopf|1964.,1964,"Nathan, Robert,",Fiction,1378556,,,,,,,,nyu,
uc1.$b794628,,1964,,,,,6102599,2154610,,"Death of a chieftain, | and other stories.",London|MacGibbon & Kee|1964.,1964,"Montague, John.",Fiction,2154610,,,,,,,,enk,
mdp.39015004821420,,1964,,,,,1184894,325734,,The woman in the dunes. | $c: Translated from the Japanese by E. Dale Saunders. With drawings by Machi Abé.,New York|Knopf|1964.,1964,"Abe, Kōbō,",Fiction,325734,,,,,,,,nyu,
uc1.b2806638,,1964,,,,,7318544,25155339,,A stranger stands / | $c: by D.M. Owen.,London|Robert Hale|New Zealand|Whitcombe & Tombs|1964.,1964,"Owen, D. M.",Fiction,25155339,,,,,,,,enk,
uc1.$b115481,,1964,,,,,6608966,1060318,,The land of youth.,New York|Dial Press|1964.,1964,"Power, Richard,",Fiction,1060318,,,,,,,,nyu,
uc1.$b70929,,1965,,,,,6584197,2495809,,Camilla / | $c: Märtha Burén ; translated from the Swedish by Joan Tate.,London|Michael Joseph|1965.,1965,"Buren, Märtha.",Fiction,2495809,,,,,,,,enk,
mdp.39015002300732,,1965,,,,,395420,1238310,,"The gold diggers, | and other stories.",London|J. Calder|1965,1965,"Creeley, Robert,",Fiction,1238310,,,,,,,,enk,
pst.000016322547,,1965,,,,,7824400,80797953,,Satyricon : | memoirs of a lusty Roman.,Los Angeles|Holloway House Publishing Company|1965.,1965,"Gillette, Paul J.",NotFiction,80797953,,,,,,,,xx ,
uc1.b4091147,,1965,,,,,537434,1061482,,Sarkhan | $c: [by] William J. Lederer and Eugene Burdick.,New York|McGraw-Hill|1965,1965,"Lederer, William J.,",NotFiction,1061482,,,,,,,,nyu,
uc1.$b100807,,1965,,,,,6600974,1332491,,Boy Gravely.,New York|Knopf|1965.,1965,"Dornfeld, Iris.",Fiction,1332491,,,,,,,,nyu,
uc1.b2828656,,1940,,,,,7313163,11232872,,The room within.,London|Heinemann|1965,1965,"Church, Richard,",Fiction,9803460,,,,,,,,enk,
uc1.b3460490,,1966,,,,,6304157,711930,,"The Roman; | the memoirs of Minutus Lausus Manilianus, who has won the insignia of a triumph, who has the rank of Consul, who is chairman of the Priests' Collegium of the God Vespasian and a member of the Roman Senate | $c: [by] Mika Waltari. English version by Joan Tate.",New York|G. P. Putnam's Sons|1966,1966,"Waltari, Mika,",Fiction,711930,,,,,,,,nyu,
uc1.$b93121,,1966,,,,,6596835,189662,,A Yale man.,Doubleday|1966.,1966,"White, Milton.",NotFiction,189662,,,,,,,,xx ,
uc1.b4089904,,1966,,,,,1376875,954479,,"Rosie Plum, and other stories, | $c: by T. F. Powys; drawings by John Ward.",London|Chatto & Windus|1966.,1966,"Powys, Theodore Francis,",Fiction,954479,,,,,,,,enk,
mdp.39015008530829,,1966,,,,,981589,2695256,,From beginning to end [and] The spell; | $c: translated from the Hungarian by Ilona Duczynska.,London|Owen|1966,1966,"Lengyel, József,",NotFiction,2695256,,,,,,,,enk,
uc1.b4320473,,1966,,,,,6218287,317347,,The sense of fiction. | $c: Edited by Robert L. Welker [and] Herschel Gower.,"Englewood Cliffs, N.J.|Prentice-Hall|c1966",1966,"Welker, Robert Louis.",NotFiction,317347,,,,,,,,nju,
uc1.b3347068,,1966,,,,,7926299,1430848,,"The hostages, | $c: by Charles E. Israel.",New York.|Simon and Schuster|1966,1966,"Israel, Charles E.",NotFiction,1430848,,,,,,,,nyu,
mdp.39015008651799,,1967,,,,,3290,225668,,The Bodley Head Henry James.,London|Sydney [etc.|Bodley Head|1967-,0,"James, Henry,",Fiction,225668,,,,,,,,enk,
uc1.$b188667,,1967,,,,,6655295,957304,,Watch of evil; | $c: translated by Bruce Lowery.,London|Hodder & Stoughton|1967.,1967,"Le Bailly, Pierre.",Fiction,11147835,,,,,,,,enk,
uc1.b3462854,,1967,,,,,6659993,1379130,,"Vacancy on India Street, | a novel.",New York|Norton|1967,1967,"Rex, Barbara.",NotFiction,1379130,,,,,,,,nyu,
mdp.39015008299763,,1966,,,,,583038,280757,,"The time is noon; | a novel, | $c: by Pearl S. Buck.","New York|John Day Co.|1967, c1966",1967,"Buck, Pearl S. (Pearl Sydenstricker),",Fiction,280757,,,,,,,,nyu,
pst.000027671900,,1958,,,,,9815438,70343577,,So love returns.,New York|Knopf|1967 [c1958].,1958,"Nathan, Robert,",NotFiction,671187,,,,,,,,xx ,
uc1.b4355146,,1967,,,,,1910776,1013908,,The crown.,New York|Putnam|1967,1967,"Pollini, Francis.",UnknownGenre,1013908,,,,,,,,nyu,
mdp.39015047617744,,1968,,,,,485727,443416,,A married man.,"New York|Harcourt, Brace & World|1968",1968,"DeMott, Benjamin,",Fiction,443416,,,,,,,,nyu,
uc1.b3710884,,1968,,,,,10147108,438311,,"Apples of paradise, | and other stories | $c: [by] Frederick Manfred.",New York|Trident Press|1968,1968,"Manfred, Frederick Feikema,",Fiction,438311,,,,,,,,nyu,
uc1.$b453271,,1968,,,,,1219849,45344,,"Through the Fascist fire; | $c: translated from the Italian Giovinezza, giovinezza by Isabel Quigly.",London|Secker & Warburg|1968.,1968,"Preti, Luigi,",Fiction,45344,,,,,,,,enk,
mdp.39015004804954,,1968,,,,,982974,688168,,"Not of this time, not of this place / | $c: Translated from the Hebrew by Shlomo Katz.",New York|Harper & Row|1968,1968,"Amichai, Yehuda.",Fiction,688168,,,,,,,,nyu,
uc1.b3435562,,1968,,,,,1030110,436692,,"The expedition; | a novel, | $c: by Stanley Wolpert.","Boston|Little, Brown|1968",1968,"Wolpert, Stanley A.,",Fiction,436692,,,,,,,,mau,
uc1.b4355110,,1968,,,,,9508263,441225,,The exquisite thing.,New York|Putnam|1968,1968,"MacIver, Joyce.",Fiction,441225,,,,,,,,nyu,
uc1.$b726716,,1969,,,,,1218611,5362,,"Califfa. | $c: [By] Alberto Bevilacqua. Translated from the Italian by Harvey Fergusson, II.",New York|Atheneum|1969.,1969,"Bevilacqua, Alberto,",Fiction,5362,,,,,,,,nyu,
mdp.39015010820176,,1969,,,,,1188111,50631,,"The wealth of Mr. Waddy; | a novel. | $c: Edited, with an introd. by Harris Wilson. Pref. by Harry T. Moore.",Carbondale|Southern Illinois University Press|1969,1969,"(Herbert George), Wells, H. G.",Bibliographies|Fiction,50631,,,,,,,,ilu,
mdp.39015014105806,,1969,,,,,1204542,26043,,A young woman. | $c: Translated from the French by Herma Briffault.,New York|Crown|1969,1969,"Bodin, Paul,",Fiction,26043,,,,,,,,nyu,
uc1.b4421424,,1969,,,,,9515520,26227,,The long-winded lady; | notes from the New Yorker.,New York|Morrow|1969.,1969,"Brennan, Maeve.",NotFiction,26227,,,,,,,,nyu,
mdp.39015030202835,,1899,,,,,1028614,6127,,"Imperium in imperio; | a study of the Negro race problem, a novel / | $c: Sutton E. Griggs.",New York|Arno Press|1969.,1969,"(Sutton Elbert), Griggs, Sutton E.",Fiction,6512048,,,,,,,,nyu,
