author,title,imprint,nationality,inferreddate,htid
"Lewis, Richard, 1935-",Living by wonder :  writings on the imaginative life of childhood / by Richard Lewis.,"Parabola Books, c1998.",xxu,1998,pst.000033329949
"Morrow, Lesley Mandel.","Current strategies for literacy development in early childhood science texts / Lesley Mandel Morrow, Kathleen Cunningham, Melody Murray-Olsen.","National Reading Research Center, [1994]",gau,1994,uga1.32108024964952
"Emerson, Thomas I. 1907-1991.",Young lawyer for the New Deal : an insider's memoir of the Roosevelt years / Thomas I. Emerson ; edited and with a foreword by Joan Emerson ; with a preface by Charles A. Reich.,"Rowman & Littlefield Publishers, c1991.",mdu,1991,mdp.39015024772512
"Fenno, Richard F., 1926-","The presidential odyssey of John Glenn/ Richard F. Fenno, Jr.","CQ Press, c1990.",dcu,1990,mdp.39015015535753
"Yalcin, Hakan.",Hierarchical timing analysis of digital circuits.,1997,miu,1997,mdp.39015041233050
"Romines, Ann, 1942-","Constructing the Little house : gender, culture, and Laura Ingalls Wilder / Ann Romines","University of Massachusetts Press, c1997",mau,1997,mdp.39015040067806
"Pollio, David Erik.","Getting out, getting over, or getting by : social construct ""on the streets"" / by David Erik Pollio.",1994,miu,1994,mdp.39015032968268
"Lugg, Catherine A., 1963-",For God and country : conservatism and American school policy / Catherine A. Lugg.,"P. Lang, c1996.",nyu,1996,mdp.39015036084419
"Lederman, Leon M.","The God particle : if the universe is the answer, what is the question? / Leon Lederman with Dick Teresi.","Houghton Mifflin, 1993.",mau,1993,mdp.39015029237594
"Steuer, Faye B., 1942-",The psychological development of children / Faye B. Steuer.,"Brooks/Cole Pub. Co., c1994.",cau,1994,coo.31924067847792
"Goddard, Taegan D.",You won--now what? : how Americans can make democracy work from city hall to the White House / Taegan D. Goddard and Christopher Riback.,"Scribner, c1998.",nyu,1998,mdp.39015040145933
"Mackay, Charles, 1814-1889","Extraordinary popular delusions and the madness of crowds / [by Charles Mackay] and Confusión de confusiones / [by Josef Penso de la Vega] ; Martin S. Fridson, editor","J. Wiley & Sons, 1996",nyu,1996,uc1.32106012066590
"Pearce, Charles R.",Nurturing inquiry : real science for the elementary classroom / Charles R. Pearce ; foreword by Wendy Saul.,"Heinemann, c1999.",nhu,1999,mdp.39076002091788
"Komorita, Samuel S.","Social dilemmas / Samuel S. Komorita, Craig D. Parks.","Brown & Benchmark, c1994.",wiu,1994,mdp.39015051513375
"Vallin, Marlene Boyd.",Margaret Chase Smith : model public servant / Marlene Boyd Vallin ; foreword by Halford R. Ryan.,"Greenwood Press, 1998.",ctu,1998,mdp.39015046901099
,"Science and technology and the changing world order : colloquium proceedings, 12 and 13 April / Susan L. Sauer, editor.","American Association for the Advancement of Science, Committee on Science, Engineering, and Public Policy, 1990.",dcu,1990,uc1.b4516690
"Barrett, Katharine.",Mapping animal movements / Katharine Barrett.,"Lawrence Hall of Science, University of California, 1992.",cau,1992,coo.31924059255756
,At the nexus : science policy / edited by Dennis L. Soden.,"Nova Science Publishers, c1996.",nyu,1996,mdp.39015038017789
"Hunter, J. F. M.","Wittgenstein on words as instruments : lessons in philosophical ""psychology"" / J.F.M. Hunter.","Barnes & Noble Books, 1990.",mdu,1990,uc1.b4244775
"Layzer, David.",Cosmogenesis : the growth of order in the universe / David Layzer.,"Oxford University Press, 1990.",nyu,1990,mdp.39015015452579
"Carlson, Neil R., 1942-","Psychology : the science of behavior / Neil R. Carlson, Mary Carlson.","Allyn and Bacon, 1993.",mau,1993,uva.x002670825
"Reston, James, 1909-1995.",Deadline : a memoir / James Reston.,"Random House, c1991.",nyu,1991,mdp.39015022069283
"Davis, Kenneth S. 1912-1999.","FDR, the New Deal years, 1933-1937 : a history / Kenneth S. Davis.","Random House, [c1995]",nyu,1995,mdp.39076001549026
,"Self-steering and cognition in complex systems : toward a new cybernetics / edited by Francis Heylighen, Erik Rosseel, and Frank Demeyere.","Gordon and Breach Science Publishers, c1990.",nyu,1990,mdp.39015019573495
"Jones, Charles O",Separate but equal branches : Congress and the presidency / Charles O. Jones,"Chatham House Publishers, c1995",nju,1995,uc1.32106014907957
"Lindeen, James W., 1939-",Governing America's economy / James W. Lindeen.,"Prentice Hall, c1994.",nju,1994,mdp.49015002534593
"Schunk, Dale H.",Learning theories : an educational perspective / Dale H. Schunk.,"Merrill, c1996.",nju,1996,uva.x002720234
"Gadamer, Hans-Georg, 1900-2002.",The beginning of philosophy / Hans-Georg Gadamer ; translated by Rod Coltman.,"Continuum, c1998.",nyu,1998,mdp.39015041990626
"Herson, Lawrence J. R.",The politics of ideas : political theory and American public policy / Lawrence J.R. Herson.,"Waveland Press, 1990, c1984.",ilu,1990,uva.x002626232
"Barnes, Douglas R.","Language, the learner, and the school / Douglas Barnes, James Britton, and Mike Torbe.","Boynton/Cook : Heinemann, 1990.",nhu,1990,mdp.39015015511408
Pennsylvania Energy Office.,"Pennsylvania elementary energy and environment science activities, level III.","The Office, 1991.",xxu,1991,pst.000020485627
"Park, Sunju.",The p-strategy : an adaptive agent bidding strategy based on stochastic modeling for continuous double auctions.,1999,miu,1999,mdp.39015043233173
,"Leopold von Ranke and the shaping of the historical discipline / edited by Georg G. Iggers, James M. Powell.","Syracuse University Press, 1990.",nyu,1990,mdp.39015015513966
"Werner, Craig Hansen, 1952-",Playing the changes : from Afro-modernism to the jazz impulse / Craig Hansen Werner.,"University of Illinois Press, c1994.",ilu,1994,mdp.39015034900129
"Brandom, Robert.","Making it explicit : reasoning, representing, and discursive commitment / Robert B. Brandom.","Harvard University Press, 1994.",mau,1994,uc1.32106011009260
"Arlett, Robert, 1943-",Epic voices : inner and global impulse in the contemporary American and British novel / Robert Arlett.,"Susquehanna University Press ; Associated University Presses, c1996.",pau,1996,mdp.39015038109362
"Bernardo Arés, José M. de","Historiology, research, and didactics : elaboration and transmission of historical knowledge / José Manuel de Bernardo Arés.","International Scholars Pulications, 1995.",mdu,1995,inu.30000048115376
"Meltzer, Milton, 1915-2009",Ten queens : portraits of women of power / Milton Meltzer ; illustrated by Bethanne Andersen.,"Dutton Children's Books, 2003, c1998.",nyu,1998,pst.000066025740
"Ryan, David D.",Four days in 1865 : the fall of Richmond / David D. Ryan ; introduction by John M. Coski.,"Cadmus, c1993.",vau,1993,mdp.39015029747709
"Gallagher, Hugh Gregory.",FDR's splendid deception : the moving story of Roosevelt's massive disability and the intense efforts to conceal it from the public / Hugh Gregory Gallagher.,"Vandamere Press, c1994.",vau,1994,wu.89063007710
,"Controversies in political economy : Canada, Great Britain, the Unites States Harold D. Clarke ... [et al.].","Westview Press, 1992.",cou,1992,mdp.39015025217624
,"Guidebook to excellence, 1994 : a directory of federal resources for mathematics and science education improvement for the southwest region served by the Southwest Consortium for the improvement of Mathematics and Science Teaching.","Eisenhower National Clearinghouse for Mathematics and Science Education, [1994]",ohu,1994,uc1.31210024866079
"Simon, Roger I.",Teaching against the grain : texts for a pedagogy of possibility / Roger I. Simon.,"Bergin & Garvey, 1992.",nyu,1992,mdp.39015025287460
"Smant, Kevin J., 1962-","How great the triumph : James Burnham, anticommunism, and the conservative movement / Kevin J. Smant.","University Press of America, c1992.",mdu,1992,mdp.39015022250719
,How the leopard gets its spots and other scientific insights : a collection of articles on how things happen / Scientific American.,"Scientific American, [1992]",nyu,1992,uva.x002251868
"Posnock, Ross.",Color & culture : Black writers and the making of the modern intellectual / Ross Posnock.,"Harvard University Press, 1998.",mau,1998,mdp.39015045657254
,"The ideology of international communications / by Herbert I. Schiller ... [et al.] ; introduction by William Preston, Jr. ; edited by Laurien Alexandre.","Institute for Media Analysis, 1992.",nyu,1992,inu.30000029491945
"Tobias, Randolf.",Nurturing at-risk youth in math and science : curriculum and teaching considerations / Randolf Tobias ... [et al.],"National Educational Service, 1992.",inu,1992,mdp.39015032936943
,"Controversial issues in adventure education : a critical examination / [edited by] Scott D. Wurdinger, Tom G. Potter.","Kendall/Hunt Pub. Co., c1999.",iau,1999,mdp.39015055871464
"Andreasen, Nancy C.","Introductory textbook of psychiatry / Nancy C. Andreasen, Donald W. Black.","American Psychiatric Press, c1995.",dcu,1995,mdp.39015033333058
"Bremer, Sidney H., 1944-",Urban intersections : meetings of life and literature in United States cities / Sidney H. Bremer.,"University of Illinois Press, c1992.",ilu,1992,mdp.39015020845882
"Prince, Richard.",A study of the relationships between individual values and          administrative effectiveness in the school situation / by Richard Prince.,1957,xxu,1957,coo.31924050715121
"Cassirer, Ernst, 1874-1945.",The philosophy of symbolic forms; translated by Ralph Manheim. Pref. and introd. by Charles W. Hendel.,"Yale University Press, 1953-57.",ctu,1957,mdp.49015002015544
"Gibbs, J. Willard 1839-1903.",The collected works of J. Willard Gibbs.,Yale Univ. Press [1948],ctu,1948,mdp.49015002023795
"Dewey, John, 1859-1952.","The early works, 1882-1898 / John Dewey.","Southern Illinois University Press ; Feffer & Simons, 1967-c1972.",ilu,1972,coo.31924050315138
"Ambler, Eric",Passage of arms,"New York|Knopf|1967, [c19",uk,1959,pst.000027630617
"Howard, M. W. (Milford Wriarson)",Peggy Ware,"Los Angeles, Cal.;Publish",us,1921,uc2.ark+=13960=t0sq8zn5q
"Achebe, Chinelo",The last laugh and other stories,Ibadan|Heinemann Educatio,ni,1988,inu.30000000957484
"Pettavel, John Paul","The good Samaritan, a novel",Aldington|Kent|Hand and F,,1951,mdp.39015000545643
"Clarke, Arthur C. (Arthur Charles),",The other side of the sky; | stories.,"New York|Harcourt, Brace|1958",nyu,1958,mdp.39015024076500
"Howells, William Dean, 1837-1920.","Miss Bellard's inspiration; a novel, by W.D. Howells ...","Harper & Brothers, 1905.",nyu,1905,uc2.ark:/13960/fk8cf9jq1k
"Parker, Maude",Impersonation of a lady,Boston|New York|Houghton ,us,1934,mdp.39015063945649
"Slosson, Annie (Trumbull), Mrs",Seven dreamers,New York;Harper;c1890.,us,1891,uc1.b4104577
"Onions, Oliver, 1873-1961.",The debit account. -,"Nisbet, 1917.",inu,1913,uc2.ark:/13960/t3tt4p68p
"Jameson, Storm,",The black laurel.,New York|Macmillan Co.|1948.,nyu,1947,uc1.$b103816
"Erickson, John R.,",The case of the night-stalking bone monster / | $c: John R. Erickson ; illustrations by Gerald L. Holmes.,"Houston, Tex.|Maverick Books|c1996.",xxu,1996,pst.000046842596
"Pritchard, Melissa.",The instinct for bliss : | short stories / | $c: Melissa Pritchard.,"Cambridge, Mass.|Zoland Books|1995.",mau,1995,mdp.39015040669601
"A. L. O. E., 1821-1893.",The Spanish cavalier : a story of Seville / by A. L. O. E.,"T. Nelson and Sons, 1900.",nyu,1875,uc2.ark:/13960/t7tm76q79
"Mantel, Hilary",An experiment in love,London|Viking|New York|Pe,uk,1995,mdp.39015037698258
"Manfred, Frederick Feikema,","Apples of paradise, | and other stories | $c: [by] Frederick Manfred.",New York|Trident Press|1968,nyu,1968,uc1.b3710884
"Maurois, Andr�",The collected stories of Andr� Maurois,Wash.|Square press|1967.,fr,1967,mdp.39015009057087
"Stacton, David",On a balcony,London|Faber and Faber|19,us,1958,uc1.b3727846
"Adler, Warren",The Henderson equation,New York|Putnam|c1976.,us,1976,inu.30000114306446
"Malory, Thomas, Sir, 15th cent.",Le morte Darthur: Sir Thomas Malory's book of King Arthur and of his noble knights of the Round table.,"Macmillan and co., limited; /The Macmillan company, 1903.",mau,1485,uc2.ark:/13960/t5x63pc6v
"Rutman, Leo",5 good boys,New York|Viking Press|198,us,1982,uc1.b4358736
"Haggard, H. Rider (Henry Rider),","Allan Quatermain : | being an account of his further adventures and discoveries in company with Sir Henry Curtis, Bart., Commander John Good, R.N., and one Umslopogaas / | $c: by Rider Haggard ; with twenty ill. by Charles H. M. Kerr and a port.","North Hollywood, Calif.|Newcastle Pub. Co.|1978.",cau,1886,coo.31924011969544
"Ridge, W. Pett (William Pett)",Mrs. Galer's business,London;Methuen;1905.,uk,1905,nyp.33433081587580
"Richter, Conrad,",The lady / | $c: by Conrad Richter.,"Lincoln|University of Nebraska Press|1984], c1957.",nbu,1957,uc1.b4437895
"Timms, Edward Vivian",The beckoning shore,Sydney|Angus and Robertso,au,1965,uc1.$b286513
"Kendrick, Baynard Hardwick",The flames of time,"Garden City, N.Y.|Sun Dia",us,1948,pst.000022698933
"Ford, Sewell, 1868-1946.",Trying out Torchy. Illus. by Foster Lincoln.,"Grosset & Dunlap, [c1912]",mau,1911,uc2.ark:/13960/t26971n59
"Lederer, William J.,",Sarkhan | $c: [by] William J. Lederer and Eugene Burdick.,New York|McGraw-Hill|1965,nyu,1965,uc1.b4091147
"Karp, David,",The day of the monkey.,New York|Vanguard Press|1955,nyu,1955,mdp.39015030699808
"Teilhet, Darwin L. (Darwin Le Ora)",Something wonderful to happen : a charivari,New York|London|D. Applet,us,1947,uc1.$b105795
"Maupin, Armistead.",Further tales of the city / | $c: Armistead Maupin.,"New York|Perennial Library|1989, c1982.",nyu,1982,mdp.39015049629069
"Patrick, Q.","The Grindle nightmare, | $c: by Q. Patrick.","New York|The Hartney press, inc.|1935.",nyu,1935,mdp.39015063947637
"Piercy, Marge.",Small changes.,"Garden City, N.Y.|Doubleday|1973.",nyu,1973,mdp.39015000647191
"Ward, Christopher,","The strange adventures of Jonathan Drew, | a rolling stone, during his travels through Massachusetts, Connecticut, Rhode Island, New York, Pennsylvania, Virginia, Ohio, Indiana, Illinois, Missouri & Kentucky in the years 1821-24; together with some account of the people he met, the things they did and said, the songs they sang and the roads they travelled, | $c: as taken down by Christopher Ward, esq. ...","New York|Simon and Schuster, inc.|1932.",nyu,1932,uc1.$b312763
"Hynd, Noel.",Flowers from Berlin / | $c: by Noel Hynd.,"Garden City, N.Y.|Dial Press|1985.",nyu,1985,uc1.b4450980
"Davis, Richard Harding, 1864-1916.","Gallegher, and other stories, with an introduction by E. L. Burlingame.","C. Scribner's sons, 1917, c1916.",nyu,1891,uc2.ark:/13960/t22b8vm6r
"Boles, Robert","The people one knows, a novel",Boston|Houghton Mifflin|1,us,1964,mdp.39015016454582
"Lamb, Caroline",Graham Hamilton,London;Henry Colburn;1822,,1822,uc2.ark+=13960=t1qf91q47
"Pacey, Desmond","The picnic, and other stories",Toronto|Ryerson Press|195,ca,1958,mdp.39015000540891
"Levin, Robert Edward.",The lizard and the fly / | $c: Robert Edward Levin.,"Sacramento, CA|Voyage Books|c1997.",cau,1997,mdp.39015060795153
"O'Connor, William Van,",Campus on the river.,New York|Crowell|1959,nyu,1959,uc1.b3710789
"Buckley, Horace Mann",Road to safety;,New York|American Book Co,,1938,uc1.$b15215
"Hull, Helen R. (Helen Rose),",Frost flower | $c: [by] Helen Hull.,"New York|Coward-McCann, inc.|c1939",nyu,1939,mdp.39015059413396
"Callwell, J. M.","Old Irish life, by J.M. Callwell.","W. Blackwood, 1912.",nyu,1912,uc2.ark:/13960/t7cr5q352
"Rosen, Harvey Malcolm,",The manhood of Benjie Lasser / | $c: Harvey Malcolm Rosen.,New York|Vantage Press|c1991.,nyu,1991,mdp.39015061469535
"Estes, Winston M.,",Andy Jessup : | a novel / | $c: Winston M. Estes.,Philadelphia|Lippincott|1975,pau,1975,mdp.39015048706066
"O'Meara, Walter","Minnesota Gothic, a novel",New York|Holt|1956,us,1956,mdp.39015000551575
"Gregg, Frank M. 1864-1937","The founding of a nation : the story of the Pilgrim fathers, their voyage on the Mayflower, their early struggles, hardships and dangers, and the beginnings of American democracy, as told in the journals of Francis Beaumont, cavalier / by Frank M. Gregg...","The Arthur H. Clark company, 1915.",nyu,1915,yale.39002009581225
"Andersen Nexø, Martin",In God's land,New York|P. Smith|1933.,da,1933,mdp.39015030073806
"King, Marian",Young King David,Philadelphia|J.B. Lippinc,us,1948,mdp.39076002196686
"Hume, Ruth Fox,",Great men of medicine.,New York|Random House|1947,nyu,1947,uc1.b4098618
"Vigny, Alfred de, 1797-1863.",Cinq Mars; with a pref by Charles de Mazade.,"Current Literature Pub. Co., 1910.",nyu,1905,uc2.ark:/13960/t0ks6km2b
"Macdonald, Robert","In the region of Boris, a tale of Carpathia",New York;F.A. Munsey;1897,us,1897,nyp.33433076082019
,Sea-cursed : thirty terrifying tales of the deep,New York|Barnes & Noble|c,,1994,mdp.39015061142009
"Train, Arthur Cheney",Old man Tutt,New York|C. Scribner's so,us,1938,mdp.39015014743358
"Smith, Sarah",The knowledge of water,New York|Ballantine Books,us,1996,uc1.32106015584854
"Hill, Grace Livingston,",Dawn of the morning / | $c: by Grace Livingston Hill.,New York|Grosset & Dunlap|c1939.,nyu,1911,osu.32435056657976
"Bennett, Arnold, 1867-1931.","The lion's share, by Arnold Bennett ...","George H. Doran Company, [c1916]",inu,1915,uc2.ark:/13960/t9959jk0f
"Hoover, Bessie Ray",Rolling acres,"Boston;Small, Maynard & c",,1922,mdp.39015071555471
"Jennings, Lyle",Chicken trainer,"Santee, Calif.|Surree Ltd",,1976,mdp.39015069746777
"Henley, Gail",Where the cherries end up,"Boston|Little, Brown|c197",,1978,mdp.39015030743572
"Kaufmann, Myron S.,",Remember me to God.,Philadelphia|Lippincott|1957,pau,1957,uc1.b3710795
,Coping,New York|Macmillan|c1966.,,1966,mdp.39015050141590
"Davis, Richard Harding, 1864-1916.","The lion and the unicorn, by Richard Harding Davis; illustrated by Howard Chandler Christy.","C. Scribner's sons, 1903.",mau,1898,uc2.ark:/13960/t3416t83f
,"The Apocrypha : translated out of the Greek and Latin tongues; being the version set forth A.D. 1611, compared with the most ancient authorities and revised A.D. 1894",London|Milford|1924.,,1924,pst.000009221963
Maberly,Display,London;Hurst and Blackett,ir,1855,uiuo.ark+=13960=t8ff4942h
"Gunn, Neil Miller",Highland river,Philadelphia|London|J. B.,uk,1937,uc1.$b56750
"Theroux, Paul",The Mosquito Coast : a novel,Boston|Houghton Mifflin|1,us,1982,mdp.39015046831361
"Conrad, Joseph,",Complete works / | $c: Joseph Conrad.,"Garden City, N.Y.|Doubleday, Page & Co.|1925.",nyu,1921,inu.32000009261480
"Norris, Gloria.",Looking for Bobby : | a novel / | $c: Gloria Norris.,New York|Knopf|1985.,nyu,1985,uc1.b4447001
"Weidman, Jerome","Your daughter Iris, a novel","Garden City, N. Y.|Double",us,1955,uc1.$b106136
"Vance, Louis Joseph, 1879-1933.",Terence O'Rourke : gentleman adventurer / by Louis Joseph Vance.,"Bobbs-Merrill, 1907.",nyu,1904,uc2.ark:/13960/t9b56g18g
"Verne, Jules",Ro,New York;V. Parke;c1911.,fr,1911,njp.32101076479813
"Bennett, Arnold,",Riceyman Steps.,New York|G.H. Doran Co.|c1923,nyu,1923,uc1.$b85950
"Skouen, Arne",Stokers' mess;,New York|A. A. Knopf|1948,no,1948,uc1.$b136780
"Hering, Ewald",Spatial sense and movements of the eye,Baltimore|The American ac,,1942,uc1.b4041084
"Hobhouse, Christina,",A well-told lie.,New York|Knopf|1973 [c1972,nyu,1973,inu.30000120967314
"Walsh, Thomas,",Nightmare in Manhattan.,"Boston|Little, Brown|1950.",mau,1949,uc1.b3468904
,Small boats and big seas : a hundred years of yachting,Melbourne|New York|Oxford,,1978,mdp.39015011506170
"Countess of, Blessington, Marguerite","Grace Cassidy; or, The repealers. A novel",London;R. Bently;1834.,ir,1834,hvd.32044058243072
"Bates, H. E. (Herbert Ernest)",The stories of Flying Officer 'X',London|J.Cape|1952,uk,1952,mdp.39015051324393
"Baker, Nina Brown",The story of Abraham Lincoln;,New York|Grosset & Dunlap,,1952,mdp.49015000893496
"Becke, Louis,","Helen Adair, | $c: by Louis Becke.",Philadelphia|J. B. Lippincott company|1924,pau,1903,uc1.$b249101
"Nash, N. Richard.",Radiance / | $c: N. Richard Nash.,"Garden City, N.Y.|Doubleday|1983.",nyu,1983,uc1.b4431004
"Rothweiler, Paul R.,",The sensuous southpaw : | a novel / | $c: by Paul R. Rothweiler.,New York|Putnam|c1976.,nyu,1976,uc1.b4358700
"Green, Henry,",Nothing.,New York|Viking Press|1950.,nyu,1950,mdp.39015014190386
"Means, Florence Crannell",Alicia,Boston|Houghton Miffllin ,us,1953,mdp.39076002598642
"(Sutton Elbert), Griggs, Sutton E.","Imperium in imperio; | a study of the Negro race problem, a novel / | $c: Sutton E. Griggs.",New York|Arno Press|1969.,nyu,1899,mdp.39015030202835
"Sinanian, John",This nation was not born to perish : a novel of the First World War,New York|Vantage Press|19,us,1969,mdp.39015072819769
"Reyher, Ferdinand.",I heard them sing / | $c: by Ferdinand Reyher.,"Boston|Little, Brown|1946.",mau,1946,uc1.$b312375
"Croly, George, 1780-1860.","Tarry thou till I come; or Salathiel, the wandering Jew; by George Croly; introductory letter by Gen. Lewis Wallace: with twenty full-page drawings by T. de Thulstrup.","Funk & Wagnalls Company, 1901.",nyu,1828,uc2.ark:/13960/t2z31qs89
"Wren, Percival Christopher",The uniform of glory,Philadelphia|Macrae-Smith,uk,1941,uc1.$b63994
"MuÃàhlbach, L. 1814-1873.",The works of Louise MuÃàhlbach in eighteen volumes / Louise MuÃàhlbach [i.e. K. M. Mundt] ; fronts. in color from paintings by Walter H. Everett.,"P. F. Collier, 1902 [c1864-1893]",nyu,1866,uc2.ark:/13960/t9668mk66
"Chekhov, Anton Pavlovich,",Peasants and other stories / | $c: Anton Chekhov ; selected and with a preface by Edmund Wilson.,"Garden City, N.Y.|Doubleday|1956.",nyu,1956,mdp.39015005117000
"Brown, George Rothwell",Beyond the sunset : a tale of love and pirate gold,"Boston;Small, Maynard & C",us,1919,nyp.33433074930714
"Barklem, Jill",The secret staircase,"New York|Atheneum Books, ",uk ,1983,pst.000046236876
"Rivers, Gayle",The five fingers,"Garden City, N.Y.|Doubled",,1978,uc1.32106006704339
"Graeme, Bruce",Flames of empire,New York|Putnam|1949,uk,1949,uc1.$b103840
"Montherlant, Henry de,",Desert love.,New York|Noonday Press|1957,nyu,1957,mdp.39015066677249
"Laufer, Bernhardt. [from old catalog]",The white indian,"Buffalo, N.Y.;s.n.;1889.",,1889,loc.ark+=13960=t6j10qn99
"Manning-Sanders, George.","The third day, | $c: by George Manning-Sanders.",New York|H. Liveright|1930.,nyu,1930,mdp.39015059414972
"Grey, Zane,",Betty Zane / | $c: by Zane Grey ; illustrations by Louis F. Grant ; foreword to the Bison Books edition by Loren Grey.,Lincoln|University of Nebraska Press|c1995.,nbu,1903,uc1.$b451040
"Christie, Howard E.",Within the hourglass.,Philadelphia|Dorrance|c1963,pau,1963,uc1.$b251992
"Nathan, Robert,",The train in the meadow.,New York|Knopf|1953.,nyu,1953,mdp.39015024855309
"Stephens, Robert Neilson","The bright face of danger; being an account of some adventures of Henri de Launay, son of the Sieur de la Tournoire",Boston;L. C. Page & compa,us,1904,nyp.33433076021868
"Dahlberg, Edward,","Bottom dogs, From Flushing to Calvary, Those who perish, and hitherto unpublished and uncollected works / | $c: by Edward Dahlberg.",New York|Crowell|c1976.,nyu,1976,mdp.39015031230694
"Mortimer, Maud.","A green tent in Flanders, by Maud Mortimer, illustrated by the author.","Doubleday, Page & company, 1917.",ilu,1917,loc.ark:/13960/t2f775w81
"Bernard, Charles de, 1804-1850.","Gerfaut,","Current literature publishing company, 1910.",ilu,1905,uc2.ark:/13960/t85h7dj6d
"Thwing, Eugene",The world's best one hundred detective stories (in ten volumes),New York|Funk & Wagnalls|,,1929,mdp.39076001126809
"Turnbull, Colin M",The mountain people,New York|Simon and Schust,,1972,mdp.39015034656440
"Taber, Gladys Bagg,",Late climbs the sun | $c: [by] Gladys Bagg Taber.,"New York|Coward-McCann, inc.|1934.",nyu,1934,mdp.39015006957859
"Besant, Walter, 1836-1901.",The lady of Lynn / by Walter Besant ; with twelve illustrations by G. Demain-Hammond.,"Chatto & Windus, 1901.",mau,1900,uc2.ark:/13960/t3fx7br51
"Dornfeld, Iris.",Boy Gravely.,New York|Knopf|1965.,nyu,1965,uc1.$b100807
"Nutchuk,","Back to the smoky sea, | $c: by Nutchuk, with Alden Hatch; illustrated by Nutchuk.","New York|J. Messner, inc.|1946",nyu,1946,wu.89097347298
"Ludovici, Julius.",Knight Conrad of Rheinstein : a romance of the days of chivalry / by Julius Ludovici.,"Rand, McNally, 1909.",mau,1899,uc2.ark:/13960/t9t14wj10
"Kingman, Lee.",The magic Christmas tree. | $c: Pictures by Bettina [pseud.],New York|Ariel Books|1956,nyu,1956,mdp.39076006235688
"Westerman, Percy Francis, 1876-",The nameless island / By Percy F. Westerman.,"C. Arthur Pearson ltd., 1920.",nyu,1915,uc2.ark:/13960/t89g5kb8w
"DuBois, David Graham",And bid him sing : a novel,"Palo Alto, Calif.|Rampart",us,1975,mdp.39015031232757
"Winter, Charles E. (Charles Edward)",Grandon of Sierra,New York;J.J. Little & Iv,us,1907,uc1.31822038205928
"Ben Odeh, Hikmat",Classic Fairy Tales from ancient Palestine and Jordan,Irbid|H. Ben Odeh|c1995.,,1995,inu.30000052999335
"MacDonald, George, 1824-1905.",[Works],"Dalton, 1888-1908.",nyu,1872,uc2.ark:/13960/t2s46m379
"Conrad, Joseph, 1857-1924.","The shadow line; a confession, by Joseph Conrad ...","Doubleday, Page & Company, 1917.",ilu,1916,uc2.ark:/13960/t6n01c29h
"Winther, Sophus Keith,","Mortgage your heart, | $c: by Sophus Keith Winther.",New York|The Macmillan Company|1937.,nyu,1937,uc1.$b71764
"Lowndes, Marie Belloc, 1868-1947.",The uttermost farthing : / by Mrs. Belloc Lowndes.,"Mitchell Kennerley, [c1909]",ilu,1908,uc2.ark:/13960/t4xg9ft33
"Crichton, Kyle",The proud people : a novel,New York|Charles Scribner,us,1944,uc1.$b56441
,Life in the United States; a collection of narratives of contemporary life from first-hand experience or observation,New York|C. Scribner's|19,us,1933,mdp.39015073446323
"Montemayor, Carlos",Blood relations,"Kaneohe, Hawaii|Plover Pr",me,1995,mdp.39015034282858
"Atherton, Gertrude Franklin Horn",Mrs. Pendleton's four-in-hand,New York;The Macmillan Co,us,1903,uc2.ark+=13960=fk3nv99f7f
"Harben, Will N. (William Nathaniel)",Abner Daniel : a novel,New York;Harper;1902.,us,1902,nyp.33433081852992
"Hurst, Fannie",Lummox,"London|J. Cape, ltd.|1924",us,1924,uc1.$b103181
"Pohl, Frederik",Demon in the skull,New York|DAW Books|1984|(,us,1984,mdp.39015013501922
"De Morgan, William Frend, 1829-1917.",Alice-for-short / by William De Morgan.,"Grosset & Dunlap, 1907.",nyu,1907,uc2.ark:/13960/t6b27s285
"Greenleaf, Sue",Don Miguel Lehumada,New York;B. W. Dodge and ,us,1906,uc2.ark+=13960=t1ng4h02g
"Fielding, Henry,",The novels of Henry Fielding.,Boston|Houghton Mifflin|1926.,mau,1926,mdp.39076006602408
"Miller, Isabel,","Patience and Sarah, | $c: by Isabel Miller.","New York|McGraw-Hill Book Company|1972, c1969.",nyu,1969,mdp.39015000611353
"Dickson, Gordon R.",In iron years / | $c: Gordon R. Dickson.,"Garden City, N.Y.|Doubleday|1980.",nyu,1980,mdp.39015002661174
"Bennett, Arnold, 1867-1931.","The pretty lady, by Arnold Bennett ...","George H. Doran Company, [c1918]",nyu,1918,uc2.ark:/13960/t6833r49b
"Murasaki Shikibu,",The tale of Genji / | $c: Murasaki Shikibu ; translated with an introduction by Edward G. Seidensticker.,"New York|Alfred A, Knopf|c1976.",nyu,1925,mdp.39015020740315
"Blount, Roy.","First Hubby / | $c: Roy Blount, Jr.",New York|Villard Books|1990.,nyu,1990,mdp.39015018982119
"Otis, James, 1848-1912.","Philip of Texas; a story of sheep raising in Texas,",American book company [c1916],nyu,1913,loc.ark:/13960/t6348xr76
"Parkinson, Ann","Malayan fables, retold from the Malay annals",Singapore|Eastern Univers,,1962,inu.39000005799817
"Ariss, Jean.",The shattered glass.,New York|Knopf|1962.,nyu,1962,uc1.b4099794
"MacDonald, George, 1824-1905.",At the back of the North Wind / by George Macdonald ; illustrated by Jessie Willcox Smith.,"D. McKay, c1919.",dcu,1871,nc01.ark:/13960/t53f5v60h
